,tag_category,tag_value,keywords
23067,时间场合,休息日/早晨,"早起,今天休息日"
23068,时间场合,休息时,"总时长,追剧,周末自制,熬夜党必备,下午,看剧休闲的时候,考试周结束,稍微冻二十分钟,夏天天气热,下午饭,brunch,追剧必备,下午茶,下午陪老公,3.5小时,早晨,午餐,能安抚我心,周末,想吃点啥零食,傍晚回到家,缓解压力,赶due压力,下午茶,睡到今天早上10点,抓紧时间做好,今日只有,昨晚下班,晚餐,夏天,减肥期间,深夜偷吃,追剧必备小零食,下午,工作日,追剧小零食,到现在不饿,昨天晚上,每次快到周末,周末不会控制自己,空档期,早起,三伏天期间,今天下午就吃到,在宿舍,困了,解压,悠闲,工作压力大,刷剧时间,追剧小零食,追剧,放凉后,居然没一会就睡着了,下半夜醒来,下午睡醒,追剧,例假第二天,周日,办公,追剧,学校门口,放学后,今天好热,一天都宅在家里,今天,追剧,最近天气比较热,天气这么热,等的时候可以蹭会空调,也是半液断的一天,周末,昨天,今天,看到大海突然想吃蓝色的果冻,月子,"
23069,时间场合,"休息时, 休闲娱乐","追剧,办公室"
23070,时间场合,休息时/消夜,宵夜
23071,时间场合,休息时/生病期间,"最近,身体不争气的一周"
23072,时间场合,休息时/聚会时,"周末,聚会"
23073,时间场合,休息时/追剧时,"追剧小零食,追剧时候"
23074,时间场合,休息时/闲暇时光,追剧必备
23075,时间场合,休息时光,下午茶
23076,时间场合,休息时段,"下午,当机立断,回学校的时候,休闲区,下午,看电影,休息下,图一上午,中午,下午,学习累了"
23077,时间场合,休息时间,"下午茶时间,周末,晚上,晚上好,不想出门,不想去,工作间歇,晚上,半夜,晚上,中午,餐四下降,下午,晚上,早上五点多起床,午饭后,下午,晚上12点睡,下午茶,躺了两个多小时,餐三餐四横盘,明天恢复训练,液断,早,午,下午加餐,出来拍的月亮,今天,几天极速降温,晚上,明天,早餐,中午,下班后,早上,下午加餐,腰疼,💤: 12:00pm～6:35am,追剧时候,明天满课,晚上,画画的时候坐得太久,中午,加餐,回学校前,下午一节课,美好周一,等红绿灯,早上吃到下午,休息3天,晚上好,过年期间,还没完全醒就给插上了,中午,明天新的一周,等待公交,今天,缓解疲惫,甜点时间,工作日,夏日运动健身,晚上,10分钟就做好了,明天回家,游完运后"
23078,时间场合,"休息时间,下午茶","甜品下午茶,热气腾腾"
23079,时间场合,休闲,"约会餐厅,度假,散步,有耐心,下午,最近爱上,姐妹聚会,零食测评,空口,宝贝们早点去哦,#追剧零食[话题]#,下午,天天,早晨,追肉记,好物分享,开学,创意礼物,暑假,主页里全是高糖了,路过,早上,安静,冬天,一天差点就给吃完了,情侣餐,狂吃手作,从一包巧克力棒做起,现在是油香鲜核桃,无脑冲,嘴馋了随时都能来一个,沿江路,休班,传播茶文化,出门玩儿,久坐,休息时,一人食吃什么,下午茶,零食日常,大学生活,平时,下午,躺够了,召唤茶友,约会逛街,饿了,一人一句,享受美味,下午茶,健身餐打卡,健康零食,吃了甜食会开心,秋游,解馋,脆爽可口,留点时间,晚上,下午,中午,早上,太阳好的时候,派对R,追剧小零食,一人食,一人食,零食,我的美食日记,追剧,随时,零嘴,休息时,开荤,横扫疲倦,下酒菜,休息时,零食,每日,追剧必备,吃不完,笑声,追剧时,看电影,小憩,追剧,吃的时候拿出来化冻,微波炉加热,无聊,"
23080,时间场合,"休闲,午后","美食日常,零食"
23081,时间场合,休闲/下午,"下午茶,下午茶,下午,跳完就很饿"
23082,时间场合,休闲/下午茶,"下午茶,4寸蛋糕"
23083,时间场合,休闲/下班后,"运动后加餐,现在有机会,没时间,加餐,一个人,雨天,下班时间"
23084,时间场合,休闲/业余,"新手小白,摆摊创业"
23085,时间场合,休闲/业余时间,"好久不见,没有动态的日子,在家一个电饭锅搞定,我的手工日常,一人食,日常碎片PLOG"
23086,时间场合,休闲/个人时间,"女孩,女生,文玩,一人食,罪孽深重"
23087,时间场合,休闲/临时放松,"今日,转三辆火车"
23088,时间场合,休闲/休息,"下午茶,9点才去健身房,午觉,晚上8点51分,减肥减脂吃这些,低脂低卡,大爱水果季,一人食,看剧,追剧日常,零食日常,不运动,读的书"
23089,时间场合,休闲/休息时,"一人食,嘴馋,追剧"
23090,时间场合,休闲/午后,"冰箱冷藏后,冷藏后,吃出了冰激凌的口感,加热后"
23091,时间场合,休闲/午间,"下午茶打卡,下午茶"
23092,时间场合,休闲/周末,"周末,周末探店,八小时,做不同口味,约上好友,周末,国庆尾声,碧沙岗公园,四小时,好吃的,今夜来一杯微醺酒,自己动手做饼干,周末去哪儿,杭州周末好去处,快和家人一起制作,六小时,炖个二十分钟左右,周末去哪儿,下午茶甜品,周末去哪儿"
23093,时间场合,休闲/在家,"自制饮品,一人食"
23094,时间场合,休闲/夜宵,"宵夜,宿舍美食"
23095,时间场合,休闲/夜生活,"夜宵,周末探店"
23096,时间场合,休闲/娱乐,"下午茶,吃货薯看这里,#干脆面#,#母亲节#,追剧的时候吃,#520礼物#,追剧,当追剧零食,追剧,下午茶,520,追剧,看个剧,#父亲节#,追剧,下午茶,晚上,追剧,追剧时,边吃它边看视频,一人食,夜市,追剧,磕瓜子,零食,追剧时,解馋,零食,追剧,追剧,追剧时,追剧时,嘴馋,追个剧,小红书七夕礼物季,零食时光"
23097,时间场合,休闲/娱乐后,追剧时
23098,时间场合,休闲/宅家,"冷冻过之后,一人食,秋冬,追剧,宿舍美食"
23099,时间场合,休闲/居家,"晚上,睡前"
23100,时间场合,休闲/工作,"追剧小零食,#办公室零食#"
23101,时间场合,休闲/工作间隙,"下午茶,办公室,追剧时,办公室,追剧"
23102,时间场合,休闲/度假,"出发就在当下,看日出日落"
23103,时间场合,休闲/恢复,"恢复性训练,休假"
23104,时间场合,休闲/放松,"加起来喝不到4顿奶,放假,周末"
23105,时间场合,休闲/旅游,"摄影日常,墨尔本生活"
23106,时间场合,休闲/旅行,"1⃣,晚安"
23107,时间场合,休闲/日常,"日常,猫咪日常,周末探店,一天一杯"
23108,时间场合,休闲/晚上,"追剧必备小零食,追剧,天黑请张嘴,暗中观察R"
23109,时间场合,休闲/晚餐,"太阳下山之后,今天晚餐,海鲜饭,提灯,餐前,下班后,今日推荐,晚上,快乐城四楼炉鱼来了,火锅"
23110,时间场合,休闲/晚餐后,"晚上,当我坐在椅子上"
23111,时间场合,休闲/欣赏,"贩卖日落,每秒都值得记录"
23112,时间场合,休闲/消遣,"防暴食,吃起来根本停不下来,边啃得边喝水,一人食,冲鸭💨,摆摊日记,夜市"
23113,时间场合,休闲/温暖时光,热乎乎的一碗
23114,时间场合,休闲/游玩,今天逛了
23115,时间场合,休闲/用餐,趁热吃
23116,时间场合,休闲/睡前,睡前
23117,时间场合,休闲/社交,"周五晚上,问答环节"
23118,时间场合,休闲/空闲,"尝鲜,吃着,下午茶"
23119,时间场合,休闲/空闲时,闲暇时光
23120,时间场合,休闲/约会,"出去公园玩,作为优秀男朋友"
23121,时间场合,休闲/聚会,"中秋节,商务宴请,家庭聚餐,12.00pm - 10.00pm,朋友聚会,配着月饼,小酌,#今日宜小酌#,天台,吃火锅,万里挑一,带上自己的亲朋好友,今天,午后,下班后,聚餐,约会,有局了"
23122,时间场合,休闲/观看,追剧时
23123,时间场合,休闲/追剧,"追剧必备,我的追剧宝藏零食,追剧零食,追剧必备,追剧小零食,追剧零食"
23124,时间场合,休闲/逛街,"万达金街,@薯队长 @吃货薯 @小红书成长助手"
23125,时间场合,休闲/逛街后,今天在金街发现
23126,时间场合,休闲/随时,"一人食,618小红书买买节,双十一小红书买买节,懒人必备"
23127,时间场合,休闲/零食时刻,"派对R,偷笑R"
23128,时间场合,休闲/零食时间,"我的宝藏追剧零食,无意间吃到,追剧零食"
23129,时间场合,休闲/非正式聚会,"探店,家庭版,重庆旅行"
23130,时间场合,休闲下午,周二下午
23131,时间场合,休闲享用,完全不会觉得噎喉咙
23132,时间场合,休闲制作,"做法,烘烤,150度,15分钟"
23133,时间场合,休闲周末,"周末,宿舍聚餐"
23134,时间场合,休闲夜晚,"今夜来一杯微醺酒,今夜来一杯,宵夜,今夜来一杯微醺酒"
23135,时间场合,休闲娱乐,"追剧,看剧的时候,边嚼边流口水,追剧零食,家人们,夜市,看剧时,追剧,追剧小零食,夜市,假期小厨神,Vlog我的一天,日常碎片PLOG,观看动画,出门玩,这炎热的夏天,追剧小零食,追剧,我的追剧宝藏零食,烧烤,追剧吃,一人食,追剧,提前半小时预约,追剧,无时间限制,追剧小零食,夜市,吃,追剧必备,追剧小零食,追剧,下午茶,追剧小零食,追剧,追剧,填嘴,追剧,追剧,零食,追剧必备小零食,追剧必备小零食,追剧必备,追剧小零食,追剧吃,追剧,零嘴解馋,追剧小零食,追剧,看剧,追剧小零食,麦克小熊KTV,追剧,拌嘴,看剧时,追剧,下午茶,早八人早餐,追剧,追剧,追剧必备,追剧,追剧零食,休闲食品,夜生活,五点多,小红书爆款,追剧时,追剧,追剧小零食,追剧,追剧,刷剧必备零食,闲暇时,跟朋友一起吃,追剧,休闲食品,解馋,聚会,追剧,追剧,追剧必备,宵夜,心追剧,晚上回来,追剧时,我的追剧宝藏零食,生日,追剧,追剧的"
23136,时间场合,休闲娱乐（聚餐）,和好姐妹聚餐
23137,时间场合,休闲娱乐（追剧）,"追剧小零食,追剧必备"
23138,时间场合,休闲娱乐/工作间隙,"办公室零食,追剧"
23139,时间场合,休闲娱乐/追剧时,追剧小零食
23140,时间场合,休闲就餐,"住了三个晚上,靠窗的位置很舒服,现在应该没了,可以去试试,营业时间:10:00-22:00,去吃了两次,出来已经在讨论点什么,晚餐,店内装修,双人餐,步行很好找,30套餐,火锅,自助,新开业"
23141,时间场合,休闲度假,"音乐下,酷暑,住一晚,下午茶,晚餐,看日出"
23142,时间场合,休闲或周末,周末晚上
23143,时间场合,休闲或娱乐,追剧时
23144,时间场合,休闲或追剧时,"追剧零食,追剧时"
23145,时间场合,休闲拜访,没事就爱溜达着去找我奶玩
23146,时间场合,休闲探索,"起了大早,新开的餐厅,吃不下饭,晚上10点"
23147,时间场合,休闲放松,"睡前,泡脚,养生,放松身心,娱乐场所"
23148,时间场合,休闲旅行,"旅行,朋友还有啥美食推荐,我一定要两天12顿,闲话短说"
23149,时间场合,休闲日,"当天去当天回,天气好,终于迎来出校自由,出去玩,和小猪逛吃逛吃,吃吃逛逛"
23150,时间场合,休闲日游,"周末,基本游览时间二到三个小时,带娃"
23151,时间场合,休闲时,"拿出来回温一会就是沙沙的口感,果断选择,买的第二天就到啦,吃下去一口就不想吃其他,嘴巴太馋了,立马打开来吃,待糖液降温,休闲西餐厅,忽冷忽热的天,看完足球比赛,巨大块黑巧,冲到,满足,看电视吃,一人食,吃了第一口,解馋,宿舍零食,一口下去,一做就会,然后小哥送了,结果没有,随手拿,按摩后,营业时间：10:00-22:00,听完更郁闷的时候,一个月吃了3.4次,巨松软,遇到事上火的时候,下午五点多,日常,小零食,昨天中午,吃一周,做好放冰箱里,零食,无奶酪的豆乳肉松魔芋卷也不错,偷偷附上菜单,随便找的,下次要试试,休息时,解馋,减脂期,现在看见他都害怕,根本停不下来"
23152,时间场合,休闲时光,"开箱日常,喝茶,晚上,和室友拼了不下10次,刚收到,追剧,我的烘焙日常,阴霾,嘴巴很寂寞,好吃到一片一片停不下来,治愈时刻,超有食欲,夜宵,下班后,聚会时,小憩时,夜生活,周末去哪儿,一人食,吃,中午和晚上有分别的拿号的时间,微醺酒,晚上,五一,边追剧边吃,追剧时,吃了甜食会开心,雨天也要保持浪漫,长胖,满足口腹之欲,零食,一顿饭下来,吃的时候,一个人食吃什么,工作日上午十一点,追剧小零食,我的烘培日记,休息时,出门带着也方便,一人食,连吃了三颗,夜宵,下午茶,追剧,晚上,减肥日常,无聊,懒人食谱,减脂期,追剧下酒,今日份,下午的大课,今天做了,非常适合夏天,美食日常,#零食日常#,我很喜欢,傍晚,今日,今日体重,收藏试试,我爸老朋友边喝酒边哧溜边说,追剧,第一次吃,最好一做出来就吃,零食,一人食吃什么,追剧,零食分享,适合夏天,下酒菜,今夜来一杯,微醺,夏日,浪漫生活,拍照,52"
23153,时间场合,"休闲时光, 休息时","吃了甜食会开心,追剧小零食"
23154,时间场合,"休闲时光, 寒冷天气",秋冬的凛冽寒风
23155,时间场合,"休闲时光,观看影视",追剧小零食
23156,时间场合,休闲时光/办公室,办公室零食
23157,时间场合,休闲时光/午后,下午茶
23158,时间场合,休闲时光/周末,"今天,3小时15分,周末,一人食,昨天,#美食日常#"
23159,时间场合,休闲时光/娱乐,"追剧必备小零食,追剧小零食"
23160,时间场合,休闲时光/晚上,看剧吃
23161,时间场合,休闲时光/烘焙,小火煎
23162,时间场合,休闲时光/聚会,"吃着火锅烤串,姐妹们"
23163,时间场合,休闲时光/追剧,"追剧的时候,追剧"
23164,时间场合,休闲时光/随时,零嘴
23165,时间场合,休闲时刻,"一口一个,休息时,完美的搭配,吃了甜食会开心,向左👈滑,连吃几个都不腻,一人食,看是不是自己喜欢的味道,下次再去尝尝,零食分享,追剧零食,零食,路过,突发奇想,当下,谈不上特别惊艳,一口气可以炫6袋,周末,秋葵和藜麦,晚餐,#今天喝什么,烤了之后,下班,香香脆脆,轻松一整天,吃了甜食会开心,一顿火锅后,下班后,散步,享用美食的过程,一口一个,减脂期,休闲时刻,離遠都能聞到好香檸檬味,薯队长,明天见,躺在床上,吃个糕点,周末,冰冰凉凉的,平常喜欢吃,闲暇,一次吃了一整盒,看电影,追剧,加班后,吃完后可能喝水,小零食,这几天,零食,今天,解馋,晚上再去吃,巨巨巨好吃到爆,一包下次,嘴馋的时候,想念,吃了甜食会开心,烤完冷凉了,下班后,下午茶,谁试谁知道,微醺,夜晚,喝一口,外带,无意中发现,两口一个,朋友家附近,吃之后,让人感受休闲的甜品时光,吃之前,吃到了,休息时,即开胃,但"
23166,时间场合,休闲时段,"结束后,工作累了,营业时间,14:00～23:30,下班后,下班后,吃饭时,想吃,朋友聚会,太古里,三里屯,10:00－22:00"
23167,时间场合,休闲时间,"晚上,晚饭后,当早餐,没课的晚上,下午茶,今天刹不住车了,看了小说,下午,上次有小宝说想看,休闲零食,五点前,快来看看,晚上闲暇时,追剧,其实晚上也不饿,下午,假日,打工餐,第一次自己做,早晨,午餐后,下午,下班回家后,追剧,我的日常,不管理体重都非常合适,看电视(看佩奇),宅家,冷藏2小时以上,周末,零食,早餐,追剧必备小零食,我的烘焙日常,随意,新手烘焙,完成,适合情侣,惬意小店,最近,追剧小零食,慢慢吃,追剧必备小零食,今天是放纵日,放假,打工之余,下班后,烘焙时段,追剧必备,闲暇时,周末,满足口腹之欲,馋了来两根,午后,追剧,一人食,懒人必备,忙碌的生活,嚼一天,减脂期,美食日常,懒人食谱,开吃啦,冷藏3小时,今天就是一整个,一小时后,五点,周末或闲暇时光,一人食,预热烤箱,懒人小天才,现在我坐在沙发上,晚上六点,好剧,一人食,第二次做,下班后/周末,新剧推送,剧荒推荐,零食,"
23168,时间场合,休闲时间/观看影视,"追剧,我的追剧,小零食"
23169,时间场合,休闲活动,"终于准备开始,玩一下,周末,夜市,夕阳,下午,旅行回忆,带宠物去旅游,派对,杭州吃喝玩乐,周末去哪儿,途径Gosford,拖延症患者,傍晚彩霞漫天,晚上,兵马俑,今晚,傍晚回程,周末徒步,今天和小伙伴出去溜达,露营,活动体验,遛娃,迫不及待明天早晨,旅行期间,到要回家的时候,48小时极限拉练,最后大家品尝,摆了一个多小时,露营,茶歇,五点半,前一段时间,周六下午3点"
23170,时间场合,休闲消遣,"晚上,次日凌晨2点"
23171,时间场合,休闲游,"观影,夜里路过,头都晕了,晚上,第二天,第一晚,居住上海的我们,游客,游玩前后,看电影《无价之宝》"
23172,时间场合,休闲游玩,"下午1点多,2点多,傍晚"
23173,时间场合,休闲游览,"大学生一日游,第二天,景区太大"
23174,时间场合,休闲烹饪,"懒人,晚餐,不知道吃什么的时候,今日份"
23175,时间场合,休闲用餐,"我觉得是比较轻松舒服的氛围,晚餐,一次能喝三四五六七八碗,饭后甜品,轻松的用餐环境,心心念念许久,当时准备去大树来着,11:00-20:30"
23176,时间场合,休闲等待,坐在超市门外等人
23177,时间场合,休闲聚会,"周末,吃到一半,约会局,聚会局,聊天,聚会时,周末闲暇,朋友几个一起聚餐,适合聚餐聚会,与烧烤、乐队作伴,与肉相见的数种方式,火锅,快带上你的姐妹一起来叭,朋友聚餐,在炕头吃,感觉像在家里,气氛搞起来,最好提前预约,晚上,同事体验,和朋友,必点,和朋友一起吃,和好朋友聚会,约上几个朋友,约饭,社交活动,和朋友吃,这段时间,双人盛宴,聚会时,火锅,好朋友,周末,聚餐,周五的晚上,约上朋友,火锅店,欢迎来玩,品尝新酒,小酌,今天出门,闺蜜聚会,排队,炭火烧烤,打卡拍照,屋里吹着空调,三四好友,吃一次就会爱上,室外40多度的高温,晚上还有现场驻唱,夜市,小姐妹的聚会,见面,难得一见"
23178,时间场合,休闲聚餐,"带姐妹去吃,日常生活,愉快的用餐体验,朋友,每周必打卡,周末,有时候,和朋友,和朋友,新开分店,请吃饭,派对R,吃新疆菜,聚餐,适合约会,营业时间: 10：30-21:30,朋友光速炫了一盘,约上闺蜜,在这么好的环境下吃顿烤肉,享受双倍的快乐,吃饱,基本我会选,饭后感觉太满意了,和姐妹吃,和朋友约饭,和朋友三个人过去,最后下来价格也很实惠,每次去都很多人,聚会时,刚刚好,周末小聚,逛街之余,下酒菜,约上小伙伴,美蛙鱼头,吃火锅,吃宵夜,派对R,来长沙旅游,适合家里聚餐,今天和小博来吃吃看,新开的店,探店计划,分享,探店,用餐,跟朋友,海底捞自制锅底,吃的很饱,两人,人均20+,大人小孩都爱吃,火锅,大菜点得不多,赏中菜,我们三个人,下班后,嘴巴还有点瘾,吃到扶墙出,吃货薯,聚会时,任吃,120 minutes,已经吃了好几次了,情侣吃饭,适合跟小姐妹过生日,2个人,超级清凉解腻,吃火锅,假期,晚上涮锅,来"
23179,时间场合,休闲购物,"三层,边逛街边吃,荟聚,中厅,好几年前吃到,7号门外围,宝龙城,步行街,入手两罐,只有9.1-9.4,去焕家吃,活动,周末,探店,plmm快冲,逛街,限时,逛街,无意间发现,有想逛商场的吗,旅游,喝完花生汤可以来这里,探店R,今天来试,后面新世纪装修,周三,来成都的宝贝们,结账,刚好碰到,排队,可以去拍,平静的走,是日同姑媽嚟元朗行街,Mid Valley Megamall,回来以后,新店,春节期间,下午,买东西,西安龙首印象城B1,静安MOHO,9:00～22:30,路过,买,排队时间,这次去青岛玩,最后的最后,商业区,探店,浮力促销,逛街时,#04,地铁2号线,日常碎片PLOG,现点现做,今日快乐今日发,在店里没尝,逛超市,🏠：桃发财蒜香炸鸡,开业,逛,逛人商,#徐州探店,逛超市的日常,途径,习惯性,放假去全聯逛逛,家门口,去滨江道,万象汇,下午,出摊,炫叭,路过,大学那几年,建议小程序点好,五一广场,经常去钟楼那边逛街,第一天,晚上,最好是中午"
23180,时间场合,休闲追剧,我的追剧宝藏零食
23181,时间场合,休闲零食,"越嚼越香,一人食吃什么,追剧,零食分享,即食"
23182,时间场合,优惠活动,"每周三,五折"
23183,时间场合,传统文化活动,"中元节,非遗"
23184,时间场合,传统早晨,"大早起,早餐"
23185,时间场合,传统活动,成吉思汗的行军粮
23186,时间场合,传统节日,"老工艺,月饼,中秋月,中秋节,赏月,月夜,家乡特产,中秋,中秋,八月十五,中秋,中秋节,五一请来我的城市吃,农历初五、十三、二十、二十八"
23187,时间场合,传统节日/季节,冬闲时
23188,时间场合,传统节日或季节,成熟后从树上直接摘下
23189,时间场合,体育赛事期间,世界杯期间
23190,时间场合,例假期间,例假来了
23191,时间场合,促销季节,"夏天,双11,#小红书礼物季,龙虾节,小红书礼物季,榴莲季,#618小红书买买节#"
23192,时间场合,促销时机,"周末,终于新鲜到货啰"
23193,时间场合,促销期间,"活动,现在这个价,今天不用七十九,上新特惠,活动,又开始了,活动日期,6号当天下单,8月31日前,優惠至12月12日,9.9到手,回馈,现在,可团9.9,年中大促,团购,9.28-9.30日,11月24日-11月26日,12月28号,没有限时间,限时,双十一小红书买买节,即日至5月7日,期间限定,本周内,明天就在你的嘴里,快发货,9.22-9.24,current discounts,双十一,双十一购物,优惠,抢购,#新疆西梅,明天,新开的,薅羊毛,折扣,拍下后,抄底,夏日出陶计划,618活动,2023.4.27起,清仓,活动,最后拿到的东西,2023.4.20-4.26,今日"
23194,时间场合,促销活动,"五一安利,40的活动,618小红书买买节,今天起,现在,破100粉有福利,希望破1000赞,开奖时间：4月15日,前50名下单免费,福利多多,3月17日－4月14日,双十一小红书买买节,小红书礼物季,双十一,24小时内发得那种,xian huo,8号,买买节,双11,试吃活动"
23195,时间场合,促销限时,"截止时间,截止时间,直接截单,截止时间,快发货,直接截单,闪电发货,截止时间,直接截单"
23196,时间场合,修行生活,"下午,早上七点起床,晚上五点二十,躺在床上才回消息"
23197,时间场合,假日,"假期,假日人潮,假日,提前过圣诞,#圣诞,三天,圣诞节,12.22-24,#国庆去哪儿玩,中秋国庆放假,假期,五一假期,回校,五一放假,五一"
23198,时间场合,假日休闲,"五一放假,人超级多"
23199,时间场合,假日氛围,"圣诞集市,圣诞节"
23200,时间场合,假日游玩,"带孩子,周末"
23201,时间场合,假期,"放假日常,放假的第五天,十一假期,美好的假期,十一,20230926-20231023,03女大的假期plog,国庆假期,假期,放假,双节将至,国庆,寒假班,元旦的三天假,国庆,国庆长假,寒假,假期体验采摘,包场,游客很少,五一假期,五一,端午,五一假期,五一"
23202,时间场合,"假期,特定时间","放假回家,早起"
23203,时间场合,假期/特殊时刻,"基本24小时在家,2023年最后一天,10天以上"
23204,时间场合,假期后,"假期,留守儿童,回家"
23205,时间场合,假期结束,"国庆假期都结束了,又要开始上班,明天大家都要去上班了,元旦最后一天节假日,明天就要上班,美好的八天假期,暑假一晃而过"
23206,时间场合,做饭或晚餐,"大火收汁,第一步"
23207,时间场合,做饭时间,"热气腾腾的三餐,热锅,炒"
23208,时间场合,健身,"锻炼,无氧,一对一私教,有氧"
23209,时间场合,健身前后,"运动前,健身"
23210,时间场合,健身后,"19:30,20:40,健身后的晚餐,1h,16:07,15:25,14:43,11:35,20:00,上完健身課,健身人必备,晚饭没吃,健身完后,午觉醒来后去健身房,今天去健身房,每次练完在健身房,撸铁女孩,走路来回去健身房,练臀,健身,今天运动"
23211,时间场合,健身后/控制饮食,"早上鸡蛋清中午鸡蛋黄晚上鸡妈妈,控重期,饭后"
23212,时间场合,偶然,今天去刚好赶上
23213,时间场合,偶然事件,"美好的事故,不小心喝到海水"
23214,时间场合,偶然发现,"偶遇,今天来佛山办事遇到了"
23215,时间场合,傍晚,"傍晚問老公,傍晚逛,落日晚霞,傍晚的橘子海,晚上很热闹,吃过晚饭,周六,傍晚去天台拍,初夏傍晚"
23216,时间场合,"傍晚,清晨","傍晚和清晨,时间暂停的错觉"
23217,时间场合,傍晚/日落,"傍晚,日落,晚霞"
23218,时间场合,傍晚/秋日,最后的秋日斜阳
23219,时间场合,傍晚/聚会,"速速速来,晚上"
23220,时间场合,傍晚/黄昏,看夕阳
23221,时间场合,儿童节,"#六一礼物,#六一零食花束,六一儿童节,儿童节,六一蛋糕"
23222,时间场合,元宵节,"元宵节,闹元宵"
23223,时间场合,全天候,早上08：00-凌晨00：00
23224,时间场合,公司活动,"团建,公司乔迁"
23225,时间场合,公开活动,"出席,活动"
23226,时间场合,军训期间,"刚下训就开始下雨,每天起的超级无敌早,军训"
23227,时间场合,农历新年,农历新年
23228,时间场合,冬天,"冬天减肥,冬天的第一顿火锅,冬天的第一顿火锅,冬天的第一顿火锅,冬天的第一顿火锅"
23229,时间场合,冬季,"大冬天,一秒入冬,冬天,雪地摩托,冬日美食,冬天的第一杯奶茶,天冷了,入冬的时候,滑雪季,冬季养生,冬日,立冬,天冷的时候,冬天想要减脂,冬天,北方的冬天,冬天的第一顿火锅,立冬,冬季的保暖单品,天气冷了,冬天很冷,天冷了,超适合秋冬,冬天,下雪啦,雪绒花,秋冬时节,冬天,冬天,圣诞,冬季限定,浪漫冬季,冬季吃什么水果,用一张照片开启冬天的故事,冬季水果,11月,冬天,冬天,冬季,冬天,冬天,棉衣棉服,冬季穿搭,冬季限定,冬日,圣诞,冬天,冬季常吃,冬天,冬天美女,冬天啦,冬日,冬季寒冷干燥,冬季养生茶系列,冷冷的冬天,冬季是……,冬天,下雪天,冬天,寒冬,下雪季,圣诞节,冬日甜品,一到冬天,冬日,冬季养肾,独属于冬季,冬季补肾,冬日,冬天的第一个草莓蛋糕,大雪天,冬季限定,大雪,冬天,冬天新上了吊梨系列,寒冷的冬天,节日庆祝,圣诞树,冬季养生,满满冬日氛围感,冬天就要吃烤红薯,冬"
23230,时间场合,冬季/庆祝,"暖锅羊肉,冬天"
23231,时间场合,冬季/早晨,"养生,入冬后,早上"
23232,时间场合,冬季/节日,"年货清单,年货,年糕消耗高峰,苏州进入小寒节气,过年,冬天,圣诞蛋糕,圣诞限定"
23233,时间场合,冬季/闲暇时光,秋冬热饮
23234,时间场合,冬季/饭后,"冬天,大餐之后,火锅烧烤炫起来了"
23235,时间场合,冬季下午,冬日的下午
23236,时间场合,冬季休闲,"冬天,冬日的温暖,冬天"
23237,时间场合,冬季假期,"上礼拜,礼拜一礼拜二market不🈺️"
23238,时间场合,冬季活动,大雪节气
23239,时间场合,冬季节日,"十二月,圣诞节,飘雪"
23240,时间场合,冬日,"寒冷的冬日,冬日拍的,冬日的天津老码头,冬日救星"
23241,时间场合,冬日/晚上,"初雪,夜晚"
23242,时间场合,冬日/聚会,超有冬日氛围
23243,时间场合,冬日休闲,"秋冬天,降温的第一天,周末想吃,晚上"
23244,时间场合,冬日暖胃,"馋一口牛清汤,秋冬"
23245,时间场合,冬至,"冬至快乐,今日冬至,冬至,今天冬至,冬至快乐"
23246,时间场合,准备/烹饪,"煎,热锅,虾去壳去线"
23247,时间场合,准备上学,"打卡早读,上班族的早餐"
23248,时间场合,准备出行,11号准备回老家
23249,时间场合,准备开学,"快开学了,明天就回学校"
23250,时间场合,准备新货,下周打算上新品
23251,时间场合,准备早晨,隔夜燕麦杯
23252,时间场合,准备早餐/下午茶,"自带点心,幼儿园"
23253,时间场合,准备考试,明天要陪弟弟去考试
23254,时间场合,准备过年,快过年了
23255,时间场合,凌晨三点,"凌晨三点,日出凌晨三点起床看的日出"
23256,时间场合,减脂期间,"减脂期,减脂期吃什么"
23257,时间场合,出差,出差
23258,时间场合,出行,"打车,匆忙,五分钟赶路,乘车,13:00,11:30,8:55,凌晨四点,拉行李箱,高铁"
23259,时间场合,出行准备,"会议,提前三天,最后一天,提前申请"
23260,时间场合,出行前,"明天见,12月18日开始异地"
23261,时间场合,出行建议,"晚十点半下班,如果晚上赶高铁火车要离开广州,六点五十多就开灯"
23262,时间场合,出行期间,"鲁迅故里,始发站,返程的火车上"
23263,时间场合,出行途中,"29号,今日出发,错过那趟动车,晚上19:23,10:19"
23264,时间场合,出院后,"出院后,出院两天后"
23265,时间场合,创作时间,"填坑,铺色快了很多,不太习惯"
23266,时间场合,创作过程,PARSING ERROR
23267,时间场合,初冬,"秋收冬藏,初冬"
23268,时间场合,初夏,用镜头捕捉初夏
23269,时间场合,初次互动,"小白粉,新人报道"
23270,时间场合,初次尝试,第一天
23271,时间场合,制作,"烤制,放凉,冷藏,预热"
23272,时间场合,制作过程,"烤60分钟,烤箱预热,三个小时,脱模,60度10小时,70度24小时,余温,小火,蒸20分钟到半小时,制作,依旧是所有材料混合成面糊"
23273,时间场合,剧情展开,"奇女子骆青莲卷入袭爵之争,五集,首播"
23274,时间场合,剧集观看,"#甄学家#,#甄嬛传细节#,#甄嬛传重温#"
23275,时间场合,办公/工作,"疲劳,超负荷工作"
